YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-64,AGE 5-24,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
2006,28,0.76598,0.922635,549,449,511,108,1617,577,175259
2006,29,0.642809,0.899487,541,460,440,112,1553,564,172654
2006,30,0.622033,0.843082,502,422,403,128,1455,564,172581
2006,31,0.616326,0.881824,508,402,430,88,1428,551,161937
2006,32,0.685694,0.817145,473,383,435,82,1373,547,168024
2006,33,0.622697,0.8715,510,390,466,91,1457,536,167183
2006,34,0.611817,0.738621,404,279,379,76,1138,503,154071
2006,35,0.638831,0.797966,398,292,457,77,1224,488,153390
2006,36,0.806627,1.01394,492,396,506,69,1463,491,144289
2006,37,0.762448,0.880936,446,361,521,78,1406,487,159603
2006,38,0.813406,0.943366,511,362,534,80,1487,455,157627
2006,39,0.807934,0.891546,476,364,512,81,1433,469,160732
2006,40,1.15384,1.20322,1434,1116,1699,264,4513,1323,375076
2006,41,1.14819,1.05788,1278,992,1602,200,4072,1361,384920
2006,42,1.22736,1.13054,1543,1099,1830,265,4737,1425,419005
2006,43,1.21744,1.12552,1582,1086,1996,224,4888,1445,434287
2006,44,1.32813,1.20808,1672,1157,2270,281,5380,1473,445334
2006,45,1.47754,1.34952,2112,1320,2393,314,6139,1497,454901
2006,46,1.5339,1.4689,2355,1342,2681,290,6668,1474,453945
2006,47,1.91269,1.82767,2188,1409,2202,357,6156,1488,336822
2006,48,1.838,1.6656,2573,1774,2792,391,7530,1486,452089
2006,49,1.95376,1.85968,2643,1804,3244,431,8122,1493,436741
2006,50,2.40407,2.38891,3270,2177,4470,479,10396,1492,435177
2006,51,2.87453,2.78978,3387,2237,4065,503,10192,1435,365334
2006,52,3.02597,3.11549,3243,2216,2868,586,8913,1359,286087
2007,1,2.37817,2.26942,2927,2394,2481,584,8386,1490,369521
2007,2,2.09232,1.86355,2507,2018,2756,480,7761,1467,416464
2007,3,2.29396,1.99986,2548,1701,3248,412,7909,1470,395477
2007,4,2.74501,2.4406,3410,2257,4684,537,10888,1495,446119
2007,5,3.04434,2.83018,3456,2559,5648,457,12120,1472,428241
2007,6,3.49999,3.12343,3840,2910,6995,452,14197,1484,454533
2007,7,3.57851,3.27019,3879,2955,6668,529,14031,1461,429057
2007,8,3.28979,3.17757,3728,3175,6537,608,14048,1460,442099
2007,9,2.89149,2.72364,3016,2778,5429,578,11801,1428,433281
2007,10,2.62075,2.50201,2798,2533,4937,447,10715,1408,428255
2007,11,2.53387,2.4272,2668,2426,4031,472,9597,1361,395394
2007,12,2.07251,1.96041,2049,1857,3307,349,7562,1333,385735
2007,13,1.87084,1.5914,1664,1625,2508,351,6148,1303,386327
2007,14,1.40042,1.36978,1445,1379,1803,331,4958,1284,361955
2007,15,1.46887,1.36317,1429,1274,1821,345,4869,1240,357183
2007,16,1.15514,1.1737,1257,1112,1523,287,4179,1206,356055
2007,17,1.07901,1.06358,1152,937,1386,220,3695,1152,347413
2007,18,0.98492,0.969711,969,755,1143,210,3077,1119,317311
2007,19,1.03325,0.965362,917,713,1055,175,2860,1057,296262
2007,20,0.926649,0.856749,815,590,861,176,2442,1025,285031
2007,21,0.9201,0.863346,761,561,785,136,2243,925,259803
2007,22,0.954094,0.93537,722,554,652,130,2058,831,220020
2007,23,0.763278,0.745569,628,422,510,119,1679,796,225197
2007,24,0.81722,0.740428,598,413,469,134,1614,771,217982
2007,25,0.764586,0.672897,521,394,441,100,1456,749,216378
2007,26,0.793127,0.666282,514,431,408,102,1455,742,218376
2007,27,0.66909,0.662747,394,313,360,102,1169,711,176387
2007,28,0.62115,0.545619,366,296,372,52,1086,697,199040
2007,29,0.603659,0.586231,446,335,345,85,1211,698,206574
2007,30,0.649058,0.660687,477,391,392,96,1356,691,205241
2007,31,0.568338,0.534093,321,344,311,61,1037,677,194161
2007,32,0.651546,0.585549,389,320,385,78,1172,667,200154
2007,33,0.652176,0.618075,439,338,411,95,1283,666,207580
2007,34,0.803849,0.687465,495,408,457,88,1448,671,210629
2007,35,0.787458,0.715696,502,416,500,108,1526,652,213219
2007,36,0.943263,0.829313,519,417,545,73,1554,641,187384
2007,37,0.946932,0.800912,496,417,682,99,1694,638,211509
2007,38,0.987146,0.918484,609,502,681,121,1913,632,208278
2007,39,1.05206,0.814259,729,583,788,128,2228,703,273623
2007,40,0.995184,1.07197,2187,1167,1997,290,5641,1373,526227
2007,41,1.22003,1.21786,2387,1321,2433,303,6444,1429,529126
2007,42,1.28548,1.24576,2583,1455,2551,352,6941,1449,557172
2007,43,1.3775,1.35984,2871,1400,2788,375,7434,1477,546680
2007,44,1.46725,1.44671,3074,1475,2998,368,7915,1485,547104
2007,45,1.55841,1.53286,3398,1609,3303,377,8687,1539,566717
2007,46,1.61958,1.66653,3563,1780,3290,471,9104,1516,546284
2007,47,1.8112,1.97488,3651,1812,2631,476,8570,1523,433951
2007,48,1.61865,1.67305,3679,1921,3158,413,9171,1513,548159
2007,49,1.62124,1.63405,3365,1772,2907,392,8436,1487,516263
2007,50,1.67351,1.74595,3298,1697,2694,402,8091,1453,463416
2007,51,1.95096,1.93643,3580,1987,2724,459,8750,1420,451862
2007,52,2.50019,2.48905,3848,2184,2348,522,8902,1426,357646
2008,1,2.43939,2.25405,3737,2731,2568,670,9706,1486,430603
2008,2,2.29319,2.09147,3393,3262,3644,816,11115,1509,531444
2008,3,2.62907,2.35934,3664,3038,4900,595,12197,1511,516966
2008,4,3.92966,3.32331,4289,4499,7661,722,17171,1508,516683
2008,5,4.99202,4.43381,5222,6595,11974,1021,24812,1514,559609
2008,6,5.7776,5.34547,6059,9212,15323,1302,31896,1526,596692
2008,7,5.98318,5.42258,6244,9487,14336,1558,31625,1518,583210
2008,8,5.61677,5.30303,5922,9812,12783,1728,30245,1497,570334
2008,9,4.53234,4.24456,4978,8583,9958,1508,25027,1453,589626
2008,10,3.83249,3.628,4420,6781,7849,1204,20254,1445,558269
2008,11,3.21522,3.03463,3878,5676,6112,1048,16714,1412,550776
2008,12,2.69245,2.53595,3153,4520,4493,874,13040,1395,514205
2008,13,2.03366,2.0573,2689,3496,3395,796,10376,1379,504350
2008,14,1.65275,1.7415,2372,2872,2697,642,8583,1327,492850
2008,15,1.3113,1.40652,2045,2160,2354,486,7045,1318,500881
2008,16,1.1652,1.26861,1857,1802,2013,407,6079,1288,479187
2008,17,1.02035,1.07719,1572,1345,1713,323,4953,1208,459808
2008,18,0.877607,0.993445,1466,1107,1416,235,4224,1147,425187
2008,19,0.825107,0.911212,1356,1066,1381,208,4011,1098,440183
2008,20,0.787315,0.972109,1439,980,1274,211,3904,1074,401601
2008,21,0.805439,0.993258,1393,926,1116,211,3646,945,367075
2008,22,0.886061,1.09132,1473,1004,1083,243,3803,869,348477
2008,23,0.743743,0.888446,1159,729,906,139,2933,789,330127
2008,24,0.706842,0.887691,1113,720,886,187,2906,764,327366
2008,25,0.655943,0.883187,1115,712,855,160,2842,755,321789
2008,26,0.633492,0.826756,937,654,810,133,2534,730,306499
2008,27,0.571837,0.783201,913,575,762,155,2405,713,307073
2008,28,0.558278,0.78061,881,669,749,132,2431,710,311423
2008,29,0.597893,0.769073,826,619,703,171,2319,696,301532
2008,30,0.577222,0.721298,779,552,704,131,2166,694,300292
2008,31,0.596987,0.752527,788,599,763,139,2289,676,304175
2008,32,0.564653,0.752721,679,619,706,216,2220,668,294930
2008,33,0.585682,0.792766,789,650,745,184,2368,657,298701
2008,34,0.503985,0.743896,730,619,754,134,2237,657,300714
2008,35,0.468139,0.814166,794,616,892,127,2429,636,298342
2008,36,0.576455,0.838401,774,663,880,144,2461,666,293535
2008,37,0.681361,0.851124,859,758,994,177,2788,685,327567
2008,38,0.794764,1.10976,1062,958,1527,188,3735,679,336560
2008,39,0.868116,1.03114,983,932,1306,179,3400,716,329731
2008,40,1.06828,1.02284,1535,1476,2352,324,5687,1435,555999
2008,41,1.00756,1.03017,1861,1485,2291,322,5959,1500,578446
2008,42,0.979399,1.01245,1869,1467,2219,341,5896,1525,582351
2008,43,1.04943,1.08359,1976,1668,2474,367,6485,1527,598473
2008,44,1.13218,1.16578,2119,1869,2547,452,6987,1545,599343
2008,45,1.13156,1.1913,2276,1981,2668,372,7297,1555,612526
2008,46,1.15469,1.28075,2512,1889,2854,412,7667,1555,598635
2008,47,1.20448,1.27053,2600,1893,2828,412,7733,1563,608646
2008,48,1.36081,1.59578,3024,1741,2412,457,7634,1523,478386
2008,49,1.30322,1.4585,3114,2212,2913,469,8708,1551,597052
2008,50,1.30204,1.49921,3252,1974,3024,439,8689,1543,579573
2008,51,1.45109,1.62982,3137,1640,2579,456,7812,1416,479318
2008,52,1.79927,2.15561,3897,1947,2367,495,8706,1484,403876
2008,53,2.12134,2.02053,3814,2163,2042,584,8603,1490,425780
2009,1,1.47138,1.54566,3245,2606,2548,557,8956,1539,579428
2009,2,1.61555,1.64224,3142,2329,3345,473,9289,1512,565631
2009,3,1.95333,1.96524,3602,2821,4597,436,11456,1566,582932
2009,4,2.42907,2.34368,4039,3215,6602,468,14324,1554,611176
2009,5,2.96686,2.86057,4606,4240,8882,540,18268,1580,638613
2009,6,3.57354,3.3421,5064,4636,11215,752,21667,1569,648304
2009,7,3.36653,3.20566,4848,4685,9851,638,20022,1543,624583
2009,8,3.2962,3.10049,4694,5007,10092,657,20450,1544,659573
2009,9,3.17227,2.95819,4420,4272,9116,633,18441,1534,623389
2009,10,2.5804,2.46381,4046,3601,7446,618,15711,1524,637672
2009,11,2.42922,2.19272,3657,3002,6036,582,13277,1494,605503
2009,12,1.99028,1.87395,3237,2661,5052,450,11400,1470,608342
2009,13,1.72423,1.64817,2829,2158,4283,399,9669,1440,586651
2009,14,1.60355,1.49878,2577,2085,3407,391,8460,1422,564460
2009,15,1.28418,1.29233,2371,1727,2761,363,7222,1415,558837
2009,16,1.2932,1.27164,2353,1743,2855,397,7348,1445,577836
2009,17,2.74012,2.98159,4821,5093,8043,670,18627,1405,624734
2009,18,2.22391,2.43702,3920,3875,6221,562,14578,1422,598189
2009,19,1.76657,2.2813,3236,3018,5888,412,12554,1372,550300
2009,20,1.92171,3.81572,4188,4136,12026,424,20774,1331,544432
2009,21,1.8611,4.21315,4496,4950,12461,487,22394,1314,531526
2009,22,1.68423,3.17832,3865,4213,8615,412,17105,1305,538177
2009,23,1.7393,2.50972,3072,3276,5660,384,12392,1296,493761
2009,24,1.83001,2.06632,2623,3084,4740,333,10780,1280,521701
2009,25,1.58128,1.71805,2299,2476,3700,326,8801,1279,512268
2009,26,1.49172,1.55965,2145,2023,2893,361,7422,1237,475877
2009,27,1.389,1.30856,1701,1815,2481,293,6290,1246,480680
2009,28,1.34702,1.18695,1581,1708,2437,238,5964,1248,502466
2009,29,1.16056,1.13796,1608,1611,2285,231,5735,1248,503971
2009,30,1.2085,1.15005,1519,1575,2199,294,5587,1254,485804
2009,31,1.15544,1.11262,1651,1530,2082,263,5526,1230,496666
2009,32,1.14518,1.16142,1645,1646,2321,265,5877,1234,506019
2009,33,1.4664,1.64107,2167,2168,4210,396,8941,1286,544827
2009,34,2.38017,2.47166,2883,2977,8253,443,14556,1320,588916
2009,35,3.44681,3.71969,3713,3982,13114,541,21350,1358,573972
2009,36,4.05315,3.94975,4087,4547,13407,520,22561,1367,571201
2009,37,4.26621,4.08756,4445,5668,15326,652,26091,1380,638302
2009,38,4.21579,4.01897,4462,5252,14152,588,24454,1313,608464
2009,39,4.8861,4.60362,4974,6090,16291,564,27919,1331,606458
2009,40,6.06923,5.66087,9302,0,27406,903,48420,2056,855346
2009,41,7.09467,6.81522,11527,0,32585,1013,58196,2134,853912
2009,42,7.7151,7.61889,13187,0,39364,1070,69068,2162,906536
2009,43,7.55134,7.38836,13174,0,36860,1128,66411,2167,898860
2009,44,6.67118,6.33927,12161,0,30860,1074,57017,2197,899425
2009,45,5.20633,4.94349,10151,0,21112,978,42729,2191,864348
2009,46,4.04477,3.80996,8979,0,14652,883,32520,2157,853552
2009,47,3.49722,3.44106,7716,0,8237,771,22508,2146,654101
2009,48,2.69023,2.66773,7195,0,7988,818,21730,2122,814550
2009,49,2.47119,2.47183,6490,0,7218,715,19325,2093,781811
2009,50,2.44773,2.345,6275,0,5785,659,17081,2014,728401
2009,51,2.64594,2.71435,6078,0,4127,644,14575,1934,536961
2009,52,2.61567,2.67667,6598,0,3726,803,15613,1937,583299
2010,1,1.90712,1.98284,4998,0,3961,763,14299,1996,721138
2010,2,1.86738,1.82749,4877,0,4614,622,14088,2016,770895
2010,3,1.88072,1.92606,5399,0,5079,578,14757,2053,766177
2010,4,1.96908,1.92495,5333,0,5655,528,15122,2026,785580
2010,5,2.11387,2.08877,5816,0,6142,550,16037,1996,767773
2010,6,2.09695,2.03434,5496,0,5577,658,15381,1977,756068
2010,7,1.90294,1.97649,5388,0,5536,498,15065,1954,762208
2010,8,1.96951,1.99362,5040,0,6207,679,16087,1990,806925
2010,9,1.92331,1.85383,4281,0,5685,672,14486,1953,781411
2010,10,1.89659,1.8673,4612,0,5270,700,14354,1946,768702
2010,11,1.75181,1.69987,4063,0,4466,628,12601,1933,741293
2010,12,1.52632,1.49741,3625,0,4108,534,11191,1917,747358
2010,13,1.49572,1.45112,3408,0,3733,528,10359,1875,713863
2010,14,1.22313,1.20715,3090,0,2933,428,8813,1850,730068
2010,15,1.17754,1.17415,3117,0,3110,404,8801,1831,749563
2010,16,1.09112,1.16207,2921,0,3044,414,8362,1765,719580
2010,17,1.11958,1.17213,3081,0,2972,395,8440,1755,720054
2010,18,1.08169,1.12168,2781,0,2901,365,7914,1710,705551
2010,19,1.12497,1.14981,2851,0,2645,347,7697,1664,669414
2010,20,1.06197,1.13328,2816,0,2553,372,7603,1624,670887
2010,21,1.08909,1.08171,2636,0,2188,349,6853,1497,633532
2010,22,1.1776,1.19959,2413,0,2172,335,6595,1421,549773
2010,23,0.97493,0.952808,2147,0,1831,322,5755,1435,604004
2010,24,0.987132,0.916032,1975,0,1784,240,5316,1405,580329
2010,25,0.995991,0.926582,2027,0,1779,249,5334,1384,575664
2010,26,0.904726,0.86962,1754,0,1541,238,4718,1347,542536
2010,27,0.941927,0.903133,1753,0,1566,222,4691,1353,519414
2010,28,0.880415,0.773776,1458,0,1450,209,4234,1284,547187
2010,29,0.842615,0.742774,1323,0,1335,198,3950,1265,531790
2010,30,0.858382,0.730934,1290,0,1279,174,3850,1250,526723
2010,31,0.83383,0.786882,1381,0,1357,209,4077,1241,518121
2010,32,0.847437,0.763051,1378,0,1307,214,4008,1212,525260
2010,33,0.888273,0.841043,1485,0,1592,198,4518,1225,537190
2010,34,0.765372,0.791573,1520,0,1592,202,4420,1235,558382
2010,35,0.91858,0.912732,1564,0,1866,204,5007,1170,548573
2010,36,1.01432,1.03398,1850,0,1959,234,5493,1198,531250
2010,37,1.01233,0.934009,1720,0,2118,253,5510,1210,589930
2010,38,1.11803,1.08189,2134,0,2510,326,6741,1206,623077
2010,39,1.11806,1.06563,1995,0,2383,294,6387,1254,599366
2010,40,1.10939,1.13505,2627,0,3142,400,8473,1838,746485
2010,41,1.24341,1.25256,2953,0,3522,444,9347,1875,746230
2010,42,1.25726,1.2457,3044,0,3641,411,9684,1907,777397
2010,43,1.25734,1.26774,3226,0,3822,420,9904,1929,781234
2010,44,1.43414,1.43723,3451,0,4397,455,11020,1947,766753
2010,45,1.51838,1.53341,3927,0,4679,511,11807,1940,769982
2010,46,1.61617,1.69445,4416,0,5322,497,13336,1921,787038
2010,47,1.84378,1.9915,4598,0,4145,550,12079,1938,606527
2010,48,1.72535,1.81305,5045,0,4978,619,13997,1964,772016
2010,49,1.87923,2.01426,5060,0,5867,627,14958,1936,742606
2010,50,2.3371,2.55659,6300,0,7194,650,18022,1916,704923
2010,51,3.03533,3.38185,7295,0,7071,838,19899,1840,588406
2010,52,3.136,3.43172,7478,0,5764,1068,20346,1887,592880
2011,1,2.53336,2.69151,6584,0,6342,1059,20026,1923,744043
2011,2,2.91288,2.91063,6238,0,7773,953,20721,1921,711908
2011,3,3.44497,3.49232,7247,0,11243,938,26257,1964,751850
2011,4,4.16185,4.0037,8007,0,15291,931,31975,1947,798637
2011,5,4.55159,4.43534,8195,0,16366,1197,34284,1970,772974
2011,6,4.46504,4.24215,8036,0,16516,1096,34456,1961,812230
2011,7,4.55124,4.39719,8172,0,17493,1293,36567,1910,831600
2011,8,4.0822,3.90256,7839,0,13718,1267,31277,1908,801449
2011,9,3.38812,3.15073,6376,0,10496,1146,24627,1860,781629
2011,10,2.99142,2.72422,5691,0,8427,899,20377,1829,747993
2011,11,2.61542,2.33336,5363,0,6702,804,17309,1823,741807
2011,12,2.09065,1.925,4400,0,5489,613,14031,1790,728883
2011,13,1.86146,1.75243,4189,0,5025,622,12957,1770,739375
2011,14,1.61377,1.57704,3701,0,4557,508,11498,1723,729089
2011,15,1.42199,1.35766,3164,0,3562,450,9391,1681,691707
2011,16,1.3382,1.31223,3139,0,3064,428,8695,1651,662612
2011,17,1.19995,1.14937,2895,0,2673,383,7830,1612,681240
2011,18,1.14889,1.11451,2532,0,2553,393,7307,1585,655627
2011,19,1.12194,1.10984,2551,0,2595,351,7236,1556,651983
2011,20,1.06712,1.0524,2353,0,2280,305,6530,1516,620485
2011,21,1.05058,1.03536,2213,0,2110,299,6072,1381,586460
2011,22,1.15203,1.11777,2249,0,1980,307,5946,1357,531954
2011,23,0.970975,0.982949,2040,0,1760,278,5547,1296,564322
2011,24,0.894683,0.925194,1812,0,1599,262,4989,1279,539238
2011,25,0.843568,0.835531,1604,0,1422,244,4448,1251,532356
2011,26,0.815409,0.832393,1472,0,1462,210,4218,1225,506732
2011,27,0.823052,0.855591,1423,0,1269,224,4009,1211,468565
2011,28,0.674635,0.706949,1255,0,1206,188,3721,1220,526346
2011,29,0.631883,0.694387,1243,0,1184,178,3597,1203,518011
2011,30,0.641513,0.687976,1251,0,1188,169,3538,1179,514262
2011,31,0.529813,0.644743,1088,0,1125,151,3202,1175,496632
2011,32,0.644089,0.67533,1207,0,1223,158,3523,1175,521671
2011,33,0.667718,0.72823,1342,0,1358,166,3874,1191,531975
2011,34,0.705668,0.806526,1505,0,1600,220,4444,1195,551005
2011,35,0.804155,0.860408,1528,0,1781,213,4717,1200,548228
2011,36,0.907804,0.936075,1622,0,1809,185,4813,1184,514168
2011,37,1.00555,0.966683,1788,0,2206,205,5567,1196,575887
2011,38,1.03601,0.996007,1816,0,2264,242,5822,1201,584534
2011,39,1.07583,1.10846,2248,0,2514,244,6708,1213,605162
2011,40,1.16092,1.20345,3106,0,3485,377,9365,1850,778182
2011,41,1.19785,1.23777,3317,0,3667,370,9803,1883,791987
2011,42,1.27926,1.25259,3324,0,3837,379,9958,1905,794995
2011,43,1.29194,1.30546,3453,0,4035,380,10298,1900,788840
2011,44,1.42824,1.45295,3634,0,4658,387,11396,1925,784334
2011,45,1.39803,1.44089,3949,0,4348,456,11496,1946,797839
2011,46,1.45831,1.46221,3923,0,4361,474,11721,1900,801594
2011,47,1.56548,1.65573,4125,0,3340,430,10377,1918,626731
2011,48,1.34313,1.46606,4237,0,3955,413,11479,1904,782984
2011,49,1.48139,1.51811,3995,0,4040,442,11187,1898,736905
2011,50,1.63398,1.66429,4579,0,4097,546,12137,1872,729258
2011,51,1.83126,1.85274,5016,0,3535,521,11958,1851,645424
2011,52,2.10451,2.12413,5243,0,3184,668,12356,1821,581697
2012,1,1.73625,1.76709,4514,0,3393,715,11992,1891,678631
2012,2,1.55066,1.5434,4059,0,3636,611,11543,1883,747894
2012,3,1.62891,1.64762,4364,0,4030,498,11939,1887,724623
2012,4,1.76038,1.6843,4766,0,4802,513,13209,1891,784244
2012,5,1.92728,1.86354,5218,0,5336,564,14448,1885,775298
2012,6,1.91994,1.86408,5028,0,5555,565,14624,1875,784516
2012,7,2.09951,2.01839,5277,0,5994,667,15929,1884,789193
2012,8,2.23973,2.10385,5246,0,5990,761,16137,1853,767022
2012,9,2.21921,2.09555,5219,0,6239,766,16518,1826,788242
2012,10,2.16693,2.10398,4811,0,6493,629,15763,1816,749198
2012,11,2.38913,2.2941,5175,0,6768,701,17150,1819,747570
2012,12,1.96466,1.92223,4422,0,5683,609,14524,1780,755579
2012,13,1.84229,1.74239,3807,0,5256,549,13017,1753,747079
2012,14,1.68674,1.67601,3582,0,4631,572,11930,1729,711808
2012,15,1.53136,1.49637,3253,0,4059,544,10732,1707,717202
2012,16,1.37912,1.38202,3001,0,4020,393,10123,1699,732480
2012,17,1.29515,1.28926,2638,0,3802,435,9370,1675,726772
2012,18,1.39521,1.35803,2509,0,3671,455,8999,1564,662649
2012,19,1.32522,1.30833,2524,0,3468,419,8576,1546,655492
2012,20,1.23059,1.26692,2465,0,3087,375,8062,1503,636347
2012,21,1.23028,1.27731,2545,0,3011,378,7878,1415,616765
2012,22,1.26877,1.2991,2480,0,2601,350,7153,1409,550614
2012,23,1.10782,1.16297,2336,0,2352,338,6765,1365,581700
2012,24,1.09559,1.08612,2231,0,2024,300,6133,1289,564670
2012,25,1.11031,1.0568,2259,0,1974,285,6048,1295,572296
2012,26,1.10616,1.07871,2168,0,1850,288,5786,1260,536380
2012,27,1.10816,1.04662,1911,0,1706,273,5291,1271,505533
2012,28,0.999444,0.928152,1913,0,1751,220,5185,1240,558637
2012,29,0.924199,0.901936,1818,0,1640,241,4931,1223,546713
2012,30,0.949257,0.915356,1752,0,1721,283,5103,1250,557488
2012,31,0.978903,0.952548,1728,0,1706,267,5159,1240,541600
2012,32,0.925024,0.916661,1660,0,1718,284,5026,1248,548294
2012,33,0.848456,0.901787,1721,0,1755,232,5051,1238,560110
2012,34,1.04451,1.03315,2098,0,2128,296,6141,1238,594395
2012,35,1.0986,1.05238,1958,0,2335,277,6318,1238,600354
2012,36,1.22071,1.12713,1886,0,2294,318,6296,1242,558585
2012,37,1.24976,1.1866,2176,0,2870,415,7382,1252,622114
2012,38,1.22892,1.21415,2295,0,2972,348,7656,1268,630563
2012,39,1.29393,1.25198,2421,0,2867,398,7807,1248,623572
2012,40,1.23034,1.20559,2773,0,3691,415,9395,1932,779285
2012,41,1.3278,1.31929,2960,0,4007,489,10158,1940,769959
2012,42,1.33995,1.32737,3202,0,4233,488,10585,1968,797444
2012,43,1.37842,1.36688,3346,0,4268,516,10913,1958,798388
2012,44,1.50085,1.50535,3326,0,4422,484,11061,1929,734781
2012,45,1.65163,1.61273,3733,0,5145,541,12674,1974,785871
2012,46,1.76746,1.75208,4034,0,5526,597,13623,1966,777534
2012,47,2.30609,2.33365,4651,0,5387,683,14650,1968,627772
2012,48,2.16324,2.2268,5102,0,7018,953,18521,2006,831730
2012,49,2.83038,2.97657,6486,0,10857,1071,24877,2006,835762
2012,50,3.43761,3.62552,7446,0,12945,1262,29432,1977,811800
2012,51,4.30554,4.5532,8546,0,13971,1648,34332,1908,754019
2012,52,6.06082,6.02598,9709,0,11391,2554,36588,1905,607171
2013,1,4.64931,4.96368,8444,0,9108,2792,34103,1982,687051
2013,2,4.32584,4.69072,8297,0,13424,2796,39896,1995,850531
2013,3,4.51113,4.70473,8633,0,15992,2316,39441,2008,838326
2013,4,4.2171,4.1646,7441,0,13439,1765,32426,1978,778610
2013,5,3.78956,3.69533,6609,0,12653,1574,29808,1963,806640
2013,6,3.29206,3.2363,5757,0,10816,1207,24987,1931,772086
2013,7,3.0197,2.89421,5289,0,9395,1045,22321,1926,771229
2013,8,2.71499,2.71742,5099,0,8415,1023,20519,1940,755092
2013,9,2.4845,2.52297,4633,0,7981,968,19231,1893,762238
2013,10,2.57808,2.55227,4791,0,7709,858,18829,1884,737736
2013,11,2.39237,2.43225,4480,0,7065,889,17392,1846,715059
2013,12,2.06778,2.10851,3957,0,6095,741,15254,1825,723449
2013,13,1.90281,1.94725,3830,0,5204,632,13714,1811,704276
2013,14,1.65902,1.74859,3516,0,4299,675,12273,1769,701881
2013,15,1.43006,1.49713,3110,0,3929,603,10818,1742,722583
2013,16,1.27757,1.32313,2707,0,3509,491,9188,1732,694415
2013,17,1.19009,1.22647,2588,0,3364,425,8589,1711,700300
2013,18,1.09556,1.19614,2439,0,3142,370,7986,1675,667648
2013,19,1.08589,1.19049,2422,0,2877,361,7704,1630,647130
2013,20,1.07343,1.17426,2431,0,2583,393,7317,1582,623114
2013,21,1.01677,1.13342,2230,0,2219,368,6589,1489,581338
2013,22,1.04847,1.14306,2109,0,2094,357,6190,1486,541528
2013,23,0.920349,1.00881,1983,0,1779,330,5638,1421,558875
2013,24,0.920779,1.02358,1969,0,1713,277,5539,1419,541138
2013,25,0.904333,1.00138,1877,0,1766,302,5474,1405,546643
2013,26,0.83057,0.909498,1703,0,1581,285,4915,1389,540408
2013,27,0.862837,0.950042,1594,0,1489,251,4506,1357,474295
2013,28,0.732182,0.829299,1576,0,1491,219,4510,1362,543833
2013,29,0.724558,0.802109,1432,0,1405,185,4186,1341,521874
2013,30,0.740848,0.806333,1416,0,1464,221,4233,1325,524969
2013,31,0.726037,0.796937,1216,0,1284,184,3886,1290,487617
2013,32,0.755639,0.779136,1367,0,1338,198,4075,1299,523015
2013,33,0.761847,0.797653,1364,0,1366,188,4168,1276,522533
2013,34,0.779896,0.825485,1331,0,1561,232,4317,1265,522965
2013,35,0.899138,0.935469,1499,0,1814,316,5053,1260,540157
2013,36,0.999524,1.04345,1681,0,2035,311,5626,1317,539175
2013,37,1.0558,1.09107,1926,0,2437,354,6374,1307,584196
2013,38,1.0967,1.20108,2175,0,2683,365,7110,1290,591969
2013,39,1.24709,1.26179,2393,0,2963,459,7963,1364,631088
2013,40,1.15746,1.13249,2974,0,3769,456,9677,1960,854487
2013,41,1.27184,1.21121,3276,0,3925,533,10420,1990,860298
2013,42,1.31623,1.25682,3483,0,3880,500,10658,2018,848016
2013,43,1.37444,1.37097,3930,0,4484,514,12036,2027,877917
2013,44,1.46781,1.42956,4045,0,4642,531,12502,2028,874537
2013,45,1.5834,1.53588,4434,0,5062,538,13498,2017,878845
2013,46,1.60253,1.60267,4643,0,5000,578,13927,2054,868987
2013,47,1.72344,1.73267,4835,0,5579,583,15168,2012,875411
2013,48,2.11076,2.09858,4937,0,4313,639,13975,2042,665926
2013,49,2.1708,2.21374,5549,0,6579,865,18920,2055,854664
2013,50,2.36971,2.41674,5501,0,7046,802,19398,2054,802651
2013,51,3.15997,3.03071,6555,0,8406,939,24697,2009,814891
2013,52,4.59053,4.38724,7814,0,7485,1316,26988,2007,615148
2014,1,4.28195,4.2112,7488,0,6726,1750,28654,2033,680424
2014,2,3.56288,3.46492,6233,0,7881,1622,28147,2059,812343
2014,3,3.36378,3.31698,6007,0,9517,1606,28370,2049,855297
2014,4,3.39659,3.2407,5878,0,8858,1332,25502,2062,786928
2014,5,3.11922,2.88598,5133,0,8714,1203,23484,2051,813726
2014,6,2.83572,2.62172,4729,0,7711,1125,21085,2051,804244
2014,7,2.48484,2.34067,4210,0,6717,969,18195,2018,777340
2014,8,2.2741,2.12059,4250,0,6121,873,17234,2025,812700
2014,9,2.07244,1.91094,3953,0,5875,890,15914,1978,832786
2014,10,1.98207,1.9023,3775,0,5575,792,15044,1944,790831
2014,11,1.82441,1.76619,3616,0,5022,816,14024,1904,794024
2014,12,1.82036,1.85791,3798,0,5611,810,14926,1922,803374
2014,13,1.75391,1.82094,3523,0,5812,772,14661,1887,805133
2014,14,1.74542,1.83453,3582,0,5659,807,14637,1866,797863
2014,15,1.67236,1.75446,3574,0,5587,786,14206,1845,809707
2014,16,1.51659,1.51636,3130,0,4279,710,11723,1810,773101
2014,17,1.44778,1.40334,2846,0,3770,658,10814,1771,770592
2014,18,1.29028,1.2593,2501,0,3591,559,9648,1746,766139
